rowkey,score
4679,0.0625424236059
4687,0.0114430012181
4690,0.0166847351938
4691,0.0854560881853
4693,0.0835452973843
4707,0.0307537447661
4723,0.0387684367597
4731,0.0128411045298
4742,0.0629205033183
4751,0.0403498858213
4752,0.132248520851
4760,0.0858159437776
4781,0.0650643259287
4866,0.0242927055806
4880,0.0229533929378
4883,0.242131948471
4894,0.025689156726
4895,0.0110300267115
4907,0.624923765659
4952,0.0223200209439
4963,0.124808989465
4969,0.0220268089324
4972,0.132860422134
4995,0.0365874730051
5028,0.255144149065
5034,0.682173669338
5040,0.460624605417
5052,0.699547886848
5058,0.0123342880979
5073,0.0439163558185
5080,0.0573617443442
5084,0.106943264604
5085,0.124991714954
5089,0.0216858182102
5113,0.0170585922897
5114,0.0210138540715
5115,0.0529373958707
5128,0.0644894912839
5161,0.0112332263961
5162,0.385289430618
5163,0.0219865981489
5165,0.646525204182
5167,0.704542279243
5168,0.736599981785
5170,0.696930706501
5172,0.70418971777
5176,0.690924882889
5191,0.0280071813613
5264,0.0748018696904
5271,0.147852391005
5284,0.653218150139
5301,0.0292016491294
5302,0.250109791756
5304,0.483735471964
5309,0.469813585281
5311,0.415703862906
5312,0.855188727379
5341,0.535667479038
5377,0.0351738668978
5380,0.0477344058454
5414,0.00900475680828
5458,0.0141324084252
5462,0.0136294495314
5476,0.0354130268097
5490,0.0343289114535
5496,0.0124558629468
5552,0.00575801869854
5569,0.0064883492887
5571,0.00920802075416
5580,0.00517099490389
5626,0.0122997844592
5631,0.0169256366789
5679,0.0128600429744
5728,0.00588897196576
5734,0.0376401469111
5739,0.0477917827666
5790,0.00751517154276
5823,0.0149662848562
5851,0.0154259428382
5852,0.0120882447809
5858,0.0566095635295
5864,0.0319206863642
5962,0.00664355698973
5967,0.00279278121889
5975,0.00452487356961
5980,0.0152565082535
5982,0.023016968742
6009,0.00559839978814
6016,0.00778584275395
6041,0.00365383201279
6052,0.173434779048
6056,0.517329514027
6087,0.00952062010765
6105,0.0148194395006
6123,0.00489033432677
6267,0.0056382259354
6274,0.0021933382377
6301,0.00693668983877
6304,0.009446346201
6311,0.0112378355116
6312,0.0465666130185
6316,0.0108867427334
6327,0.00761651620269
6336,0.00962447188795
6348,0.00496743712574
6351,0.00609868625179
6367,0.0397753044963
6374,0.0174059607089
6379,0.020627534017
6413,0.0165104605258
6419,0.00930346176028
6420,0.0106513705105
6421,0.0184062253684
6423,0.0850221514702
6426,0.0835464298725
6430,0.0168228726834
6435,0.00430762628093
6474,0.0175311528146
6482,0.0128072863445
6513,0.0169188622385
6524,0.0164189040661
6564,0.00721113663167
6576,0.0213785227388
6581,0.00756387086585
6630,0.00255330489017
6637,0.0062705767341
6683,0.0242853034288
6687,0.0495901927352
6688,0.26617577672
6725,0.0101485121995
6743,0.0713970512152
6750,0.00523755699396
6764,0.0139056406915
6765,0.0104314768687
6771,0.007309618406
6797,0.0376943424344
6857,0.111216835678
6867,0.0270164962858
6887,0.0382727645338
6918,0.0144836651161
6924,0.0232959929854
6948,0.00576136121526
6951,0.0601771213114
6967,0.0212686136365
6970,0.0436198301613
6983,0.00777193857357
7034,0.215364843607
7042,0.0101310480386
7073,0.00855716969818
7111,0.0162124205381
7180,0.00650118943304
7203,0.0406157188118
7267,0.0077337375842
7273,0.031199099496
7285,0.0070513212122
7389,0.059320487082
7440,0.0387613177299
7442,0.0195511039346
7467,0.00516244862229
7494,0.00750271975994
7505,0.0839946493506
7517,0.0146854212508
7521,0.0121660726145
7523,0.0217029917985
7526,0.0314843915403
7529,0.0394731350243
7532,0.0144608467817
7571,0.011730203405
7583,0.0152484923601
7614,0.024503197521
7692,0.0103652114049
7732,0.606797933578
7735,0.0183125641197
7739,0.0872635394335
7744,0.0171091407537
7750,0.0930817350745
7770,0.0391416661441
7802,0.0166632104665
7806,0.0422261096537
7810,0.0231867432594
7813,0.138725653291
7859,0.03493475914
7874,0.153201401234
7876,0.0204889047891
7879,0.0050634345971
7885,0.00857068412006
7891,0.0158048644662
7894,0.0117345489562
7895,0.0144288334996
7914,0.0278353057802
7919,0.0885883271694
7959,0.00663588615134
7978,0.0602388381958
7980,0.0256400853395
8008,0.0074662277475
8012,0.25654232502
8063,0.0404736474156
8137,0.0325475633144
8191,0.0362842306495
8225,0.0232246425003
8238,0.0214906316251
8247,0.0441453978419
8273,0.00964298751205
8336,0.0143940066919
8348,0.0258419830352
8350,0.342510610819
8386,0.343668818474
8398,0.0190158076584
8403,0.011982225813
8407,0.00629089167342
8428,0.446230381727
8440,0.0156842116266
8551,0.0164281092584
8567,0.261862099171
8579,0.0276495460421
8603,0.0111294100061
8612,0.013536458835
8629,0.0140030076727
8639,0.00685676047578
8648,0.0191467553377
8653,0.0159894265234
8655,0.0173576902598
8686,0.0119729433209
8689,0.0468229465187
8697,0.199772045016
8779,0.0173674598336
8788,0.0251595079899
8790,0.025508210063
8827,0.0881526470184
8854,0.0452429056168
8889,0.0113139459863
8914,0.0419828146696
8930,0.0139971692115
8955,0.0191016215831
8963,0.0126871317625
8982,0.0762546658516
9028,0.0201968736947
9042,0.0146946692839
9052,0.0145211266354
9064,0.0109843006358
9066,0.0137103283778
9067,0.0121373552829
9090,0.0124714933336
9092,0.0525763854384
9097,0.0139842173085
9106,0.00592195568606
9139,0.00907203927636
9143,0.0226833447814
9144,0.0084594944492
9179,0.0424398183823
9192,0.00723726069555
9209,0.0153152607381
9211,0.0249800980091
9214,0.0475291013718
9231,0.0270787533373
9309,0.0234222784638
9313,0.0867476463318
9315,0.505061268806
9317,0.495378524065
9323,0.465975850821
9329,0.035710234195
9359,0.0552204549313
9368,0.0122136026621
9387,0.171469554305
9408,0.00880086235702
9435,0.0156515147537
9437,0.0127288065851
9527,0.0346656888723
9554,0.0170472040772
9583,0.00827981252223
9596,0.0565043464303
9603,0.0268142707646
9626,0.0180545076728
9672,0.0183026082814
9673,0.00776845961809
9684,0.0158356968313
9698,0.0111383236945
9729,0.0975131541491
9783,0.0286235809326
9840,0.0468427203596
9848,0.0257395412773
9956,0.0533386059105
9964,0.119848147035
10007,0.805341184139
10014,0.883417189121
10022,0.895485281944
10027,0.921590209007
10041,0.854053497314
10048,0.921470344067
10051,0.946355760098
10053,0.964911341667
10057,0.945858299732
10058,0.961269557476
10076,0.00874639302492
10091,0.0270841065794
10114,0.0198873020709
10201,0.00598559016362
10253,0.0423433147371
10299,0.012187730521
10310,0.0027702699881
10311,0.00967275165021
10321,0.0367136672139
10328,0.0107468664646
10348,0.00558819435537
10349,0.00927007198334
10380,0.00241457112134
10386,0.00707298470661
10389,0.00311594293453
10427,0.00385653390549
10449,0.00585887441412
10465,0.00490646949038
10498,0.0269865784794
10506,0.0123381344602
10534,0.0138725824654
10570,0.00818444881588
10575,0.0257025938481
10577,0.00229100557044
10579,0.0592273660004
10589,0.0113225681707
10612,0.0058505483903
10613,0.048808388412
10631,0.00936403498054
10725,0.00700530130416
10730,0.0379318036139
10779,0.00463814148679
10788,0.00240032142028
10794,0.00416206615046
10798,0.00334953516722
10838,0.0100782765076
10846,0.00556549988687
10878,0.0150834619999
10887,0.00218172278255
10889,0.00695525342599
10926,0.0152203859761
10944,0.0153772495687
10950,0.00383398239501
10951,0.0102155758068
10974,0.00629646843299
11008,0.002945369808
11033,0.0292757563293
11038,0.00328809232451
11044,0.00893403124064
11050,0.00953026022762
11051,0.00499679101631
11053,0.00971251633018
11065,0.0256582591683
11066,0.0185122713447
11078,0.0100388638675
11085,0.020171681419
11101,0.0179835408926
11119,0.00619727373123
11127,0.00543113006279
11129,0.00587784964591
11137,0.0165402889252
11139,0.0082793738693
11148,0.0239426717162
11177,0.0218416023999
11192,0.0111466357484
11242,0.00893495604396
11280,0.00244788522832
11289,0.00652194628492
11290,0.0351202152669
11293,0.0045091654174
11310,0.00387358735316
11339,0.00971536524594
11342,0.00635958323255
11364,0.0129760652781
11377,0.00744296004996
11380,0.0134517680854
11392,0.0153561821207
11432,0.00490771746263
11437,0.019558377564
11447,0.0155307743698
11484,0.0796642899513
11502,0.0108307227492
11503,0.00693152472377
11531,0.0165060628206
11568,0.00691855605692
11586,0.0022370822262
11589,0.0171474721283
11609,0.00660575088114
11626,0.0100089060143
11634,0.0577789060771
11658,0.0244626477361
11667,0.0125393923372
11673,0.0119003457949
11688,0.0125622097403
11703,0.003725099843
11709,0.00650085974485
11726,0.0246815178543
11739,0.00382661889307
11743,0.00811796355993
11757,0.0170047786087
11773,0.0130459945649
11825,0.00343866925687
11852,0.0191769935191
11859,0.00830566696823
11900,0.00312876957469
11912,0.0084643708542
11922,0.0111395847052
11953,0.00788027327508
11987,0.0239696931094
11992,0.007288929075
12005,0.00691105052829
12055,0.0424557328224
12056,0.303140342236
12057,0.317166060209
12065,0.0136174345389
12076,0.052062753588
12103,0.0124293919653
12113,0.0214912742376
12123,0.00585077283904
12133,0.00830252561718
12144,0.0330496616662
12176,0.0167353153229
12179,0.0194756928831
12195,0.0117666041479
12216,0.00647800834849
12224,0.00678181042895
12249,0.0395963303745
12259,0.0319414623082
12260,0.117789141834
12264,0.0165637917817
12279,0.00892284233123
12281,0.0584926716983
12300,0.0270726177841
12309,0.0124472212046
12318,0.00833838060498
12332,0.0190460477024
12351,0.0354472957551
12353,0.0486110746861
12356,0.0358641706407
12358,0.0048880954273
12377,0.0272841062397
12386,0.0068782181479
12399,0.0194026120007
12417,0.0118580469862
12422,0.0106706470251
12424,0.0167935416102
12430,0.0103329988196
12433,0.0263755992055
12434,0.050176627934
12445,0.0327805839479
12448,0.00883177202195
12465,0.101380057633
12499,0.019943844527
12520,0.0125606246293
12525,0.00828004349023
12555,0.0389829576015
12576,0.045297935605
12578,0.00558877224103
12580,0.028250169009
12586,0.0153740011156
12590,0.0373324304819
12629,0.0728157162666
12651,0.00576955545694
12659,0.00603388855234
12670,0.0101035935804
12676,0.00993028935045
12686,0.00907014124095
12699,0.014461601153
12714,0.0602928437293
12719,0.0124510843307
12786,0.0182851441205
12794,0.0110689233989
12819,0.0218178927898
12845,0.0130723528564
12884,0.0406099669635
12918,0.0274854656309
12963,0.0213109645993
12967,0.0147324828431
12976,0.0514161735773
12991,0.00814176909626
13013,0.0137114366516
13052,0.0145754413679
13073,0.0380459725857
13091,0.00828441418707
13103,0.0166146978736
13206,0.049598172307
13208,0.0182597469538
13239,0.0249915700406
13243,0.00685627013445
13247,0.017761355266
13249,0.0110729122534
13269,0.0464736782014
13278,0.016784010455
13300,0.0444986149669
13303,0.0909289121628
13304,0.242820575833
13308,0.0336218625307
13312,0.247606232762
13338,0.0109238987789
13341,0.0141176739708
13367,0.0125921918079
13373,0.0392504520714
13385,0.215944468975
13434,0.0214185193181
13446,0.0141486879438
13453,0.0166028216481
13486,0.0109615307301
13487,0.0168382655829
13497,0.0233209095895
13510,0.0131185492501
13520,0.0092940479517
13538,0.00709309987724
13539,0.0253707766533
13542,0.0249997694045
13544,0.0249963048846
13545,0.0255680046976
13569,0.118875816464
13571,0.00429705530405
13602,0.0223509874195
13606,0.0171612594277
13614,0.0437908582389
13615,0.0262605790049
13693,0.00996934249997
13694,0.352999210358
13700,0.0119963819161
13701,0.0131678171456
13702,0.0179821345955
13703,0.0132000269368
13710,0.0137632684782
13727,0.012970013544
13753,0.0131671596318
13779,0.0219145808369
13875,0.00716294161975
13910,0.0208051409572
13911,0.0700973719358
13912,0.0212382953614
13923,0.0336938165128
13932,0.10609588027
13934,0.516619861126
13935,0.522673845291
13951,0.0159696321934
13954,0.00575726479292
13971,0.0279051475227
14054,0.0202723219991
14097,0.0181266590953
14101,0.0218103080988
14128,0.0188570097089
14130,0.0146213574335
14135,0.0495854280889
14260,0.041823964566
14298,0.00868543982506
14299,0.0330094173551
14313,0.0223770122975
14323,0.00573541363701
14357,0.124142810702
14361,0.0363911949098
14383,0.0745118111372
14397,0.00677321758121
14402,0.120231233537
14412,0.024857794866
14421,0.00824737735093
14433,0.0114703858271
14455,0.054213155061
14463,0.019596721977
14465,0.0243226978928
14489,0.0240171179175
14517,0.0121120708063
14543,0.0333098210394
14558,0.0280121620744
14561,0.280405133963
14564,0.743110179901
14569,0.501589298248
14581,0.027346437797
14593,0.0105064818636
14599,0.0192383937538
14607,0.0172421317548
14640,0.00748025532812
14645,0.0213511344045
14652,0.0199099462479
14673,0.0259041991085
14681,0.0990837961435
14698,0.0685026273131
14699,0.034405939281
14769,0.0101938731968
14778,0.106729120016
14779,0.0578994080424
14781,0.0812534540892
14789,0.0253758821636
14801,0.0540307201445
14811,0.017017249018
14814,0.0250170826912
14821,0.0514113381505
14845,0.00574104208499
14848,0.0253342371434
14857,0.00521754380316
14884,0.0379809141159
14900,0.0224558748305
14903,0.158650591969
14928,0.147322237492
14937,0.0187209323049
14943,0.0232686549425
14966,0.0306091047823
14983,0.00758801680058
14992,0.030070707202
14997,0.0455663837492
15026,0.0729283988476
15037,0.00770092196763
15045,0.412435889244
15046,0.866353154182
15048,0.863175868988
15061,0.00792836025357
15087,0.00330909015611
15111,0.0520745664835
15119,0.0116416811943
15124,0.0129997450858
15134,0.0585029646754
15136,0.0121374530718
15145,0.177670300007
15150,0.326299905777
15163,0.0401790030301
15164,0.0202812496573
15190,0.0154036683962
15202,0.0776318386197
15229,0.019838379696
15258,0.347763538361
15259,0.350268065929
15307,0.16783246398
15308,0.469942241907
15309,0.478395313025
15313,0.0234638303518
15316,0.00847425032407
15325,0.0329489372671
15331,0.240305244923
15359,0.394840180874
15360,0.861328661442
15362,0.863181173801
15387,0.710195243359
15392,0.437976151705
15430,0.0210952218622
15466,0.0636254325509
15478,0.0274984948337
15485,0.0305290743709
15496,0.0189161784947
15497,0.0728886276484
15508,0.029904410243
15550,0.00759518006817
15553,0.0478976778686
15563,0.0917239412665
15605,0.0312977991998
15617,0.0167128667235
15620,0.00928806979209
15626,0.0128043023869
15645,0.00607930263504
15656,0.0110043557361
15667,0.0156386345625
15668,0.0103319995105
15675,0.00270440615714
15694,0.00405870331451
15746,0.0314172133803
15775,0.013601494953
15781,0.00533953728154
15790,0.00999120809138
15793,0.039240591228
15806,0.00479518296197
15847,0.0194748546928
15863,0.00361579516903
15866,0.00476696249098
15878,0.0175826642662
15882,0.0715528130531
15887,0.0060024918057
15894,0.039369020611
15904,0.0015886410838
15915,0.00997435115278
15935,0.00438286922872
15960,0.00972705613822
16008,0.0152931865305
16018,0.0250154752284
16019,0.0106249311939
16029,0.002943667816
16031,0.0245834048837
16053,0.00652821175754
16056,0.00282305432484
16072,0.00852899439633
16078,0.0049766516313
16098,0.00609735678881
16109,0.0394306145608
16110,0.051770132035
16128,0.00529306055978
16129,0.00232060090639
16147,0.0176860429347
16152,0.0181436669081
16177,0.00405392423272
16221,0.0114860115573
16242,0.00285640638322
16249,0.00660707848147
16253,0.0102208172902
16258,0.00402527209371
16299,0.017327575013
16302,0.00687111774459
16325,0.00972138531506
16346,0.00513764144853
16355,0.00734159303829
16359,0.0255057811737
16360,0.0437269173563
16411,0.00761180371046
16439,0.00372342765331
16460,0.00993855763227
16472,0.01517215278
16478,0.00451079476625
16500,0.00662672705948
16521,0.00276783015579
16524,0.0125101180747
16541,0.0110860466957
16542,0.00958279520273
16546,0.00379683775827
16576,0.002398672048
16577,0.0058669988066
16589,0.00912749581039
16640,0.00364489736967
16651,0.0309391263872
16656,0.0136990556493
16672,0.0196571815759
16678,0.00361745851114
16683,0.00308652408421
16695,0.00973422825336
16704,0.0107962023467
16712,0.0838902741671
16720,0.0173337291926
16731,0.00548709603027
16732,0.0733975023031
16748,0.0121657913551
16757,0.00740994745865
16811,0.11040584743
16830,0.0603102371097
16886,0.0112136732787
16903,0.00418729707599
16920,0.00566055206582
16924,0.00385170290247
16925,0.0167928654701
16929,0.00112182926387
16947,0.0045993574895
16954,0.00587519211695
16988,0.0113470964134
17001,0.0111380871385
17021,0.0261661317199
17044,0.0253149401397
17049,0.0147357992828
17094,0.0412048883736
17112,0.00389440055005
17122,0.00221773562953
17188,0.0135015463457
17198,0.00434623658657
17224,0.0311407744884
17233,0.0141919199377
17234,0.0708888247609
17235,0.0159801635891
17240,0.0709838867188
17247,0.00544885359704
17251,0.00374692608602
17284,0.0246734432876
17300,0.0123434048146
17322,0.00151430768892
17338,0.026645924896
17344,0.0113453576341
17366,0.0247558988631
17371,0.216240897775
17379,0.0240227598697
17388,0.00801743008196
17389,0.0487307235599
17391,0.0172988642007
17398,0.0381647311151
17401,0.0092301517725
17415,0.0067655169405
17418,0.0200589094311
17423,0.0836774632335
17426,0.00602942286059
17431,0.0306112747639
17432,0.0386768579483
17455,0.195747420192
17457,0.00549649260938
17460,0.0320571251214
17463,0.27541667223
17489,0.00922095496207
17499,0.0247239600867
17500,0.118074558675
17501,0.0910569950938
17502,0.0131896696985
17503,0.0910569950938
17513,0.0966771543026
17546,0.127192094922
17554,0.00802792236209
17579,0.00944477971643
17630,0.0243056062609
17631,0.0909742116928
17634,0.0894045904279
17636,0.0909742116928
17639,0.0930547937751
17647,0.0126986652613
17649,0.03788228333
17654,0.0276732910424
17658,0.00669538136572
17678,0.0214324444532
17695,0.016564110294
17699,0.0346570760012
17701,0.0948186814785
17703,0.12050575763
17719,0.00581747991964
17740,0.0188687238842
17745,0.0129849789664
17778,0.0127806309611
17816,0.00871546659619
17820,0.0626226365566
17823,0.00725066522136
17856,0.0205390565097
17864,0.00580110726878
17884,0.0203464832157
17903,0.0285946652293
17950,0.0142422085628
17954,0.0160505287349
17974,0.0104259308428
18005,0.0266814623028
18013,0.00324203190394
18038,0.0466487705708
18046,0.0153026534244
18049,0.0126573191956
18052,0.0449657961726
18059,0.0309229958802
18062,0.0118207540363
18095,0.0134410914034
18101,0.0113527840003
18113,0.0209116600454
18115,0.00272176554427
18139,0.0928922519088
18146,0.312096387148
18149,0.0094241918996
18152,0.0167755689472
18165,0.00624553114176
18178,0.0278989821672
18180,0.00667930906639
18190,0.0204918943346
18193,0.0402340479195
18233,0.0242505781353
18234,0.0155950188637
18236,0.0752051845193
18237,0.0271808281541
18239,0.0548640675843
18240,0.0283394325525
18243,0.00504051428288
18255,0.031466551125
18286,0.0058566974476
18298,0.0137972775847
18300,0.0676909014583
18306,0.0445425882936
18332,0.0332371965051
18348,0.0178823806345
18360,0.188661813736
18361,0.101038999856
18366,0.220312938094
18367,0.611503064632
18372,0.00498537905514
18373,0.0337689705193
18377,0.490221977234
18388,0.499959588051
18413,0.47589224577
18415,0.133511662483
18428,0.00774469366297
18431,0.0436791852117
18433,0.465998113155
18441,0.0177658814937
18450,0.459927082062
18452,0.0728532969952
18458,0.470053941011
18462,0.0404497310519
18465,0.0365333221853
18470,0.45600232482
18473,0.131117045879
18474,0.0811700299382
18478,0.50054115057
18481,0.0267049949616
18486,0.505475282669
18487,0.017589410767
18497,0.0449700467288
18520,0.0782145559788
18534,0.0142402527854
18550,0.0137137267739
18558,0.0148431630805
18572,0.0204254146665
18591,0.0279622152448
18598,0.0377650521696
18605,0.0383983403444
18698,0.266564071178
18739,0.0172510221601
18741,0.0817726925015
18743,0.0829421281815
18746,0.0817726925015
18748,0.00137166050263
18753,0.0643057227135
18759,0.0153336161748
18812,0.0262280125171
18817,0.0192287769169
18818,0.0150529257953
18824,0.00720171397552
18836,0.00462644966319
18861,0.0772017464042
18876,0.0143918497488
18883,0.0428156964481
18885,0.0590039119124
18886,0.0364948734641
18897,0.361893951893
18920,0.00315231271088
18936,0.012607794255
18971,0.0224988888949
18983,0.00854970049113
19003,0.0312531366944
19021,0.00454345624894
19074,0.0249511618167
19128,0.0145198088139
19162,0.00577871734276
19172,0.0081559130922
19188,0.0338607765734
19205,0.00751066626981
19226,0.030207183212
19254,0.00583633780479
19258,0.0182638242841
19281,0.00953759998083
19302,0.143357500434
19340,0.0806880742311
19347,0.0162175931036
19370,0.0402483046055
19376,0.0257098451257
19380,0.0367400832474
19388,0.0159673020244
19404,0.012652923353
19405,0.0435255877674
19451,0.0305941980332
19455,0.108322881162
19486,0.113325044513
19509,0.00619173422456
19601,0.042269282043
19602,0.00500222248957
19606,0.0117070088163
19612,0.0304613988847
19628,0.028992889449
19629,0.00429198611528
19635,0.0208305064589
19647,0.00812844838947
19657,0.0121336169541
19701,0.0299609340727
19710,0.00535910064355
19712,0.00727496203035
19761,0.0273661483079
19770,0.0174448806792
19774,0.0251940842718
19779,0.0489612407982
19781,0.00430066976696
19825,0.0296077542007
19853,0.0141381574795
19892,0.0365530326962
19906,0.0379743464291
19995,0.0217443928123
20000,0.0341547168791
20048,0.00238667568192
20071,0.0136992745101
20073,0.0104559194297
20078,0.00758538162336
20110,0.0352607704699
20132,0.026358673349
20134,0.00809899531305
20141,0.0487356185913
20155,0.00539314979687
20166,0.0255111064762
20167,0.0488130040467
20183,0.0223844535649
20185,0.0214243717492
20231,0.026640182361
20263,0.0490258857608
20267,0.00140244083013
20294,0.0199895612895
20316,0.02757903561
20324,0.15876558423
20338,0.321198731661
20343,0.0109763881192
20386,0.0115081164986
20401,0.0140126291662
20471,0.0443480052054
20484,0.0271407682449
20494,0.0186918452382
20510,0.0172900538892
20571,0.0319155119359
20593,0.0122834127396
20629,0.0978978797793
20632,0.0417553968728
20636,0.0229574088007
20674,0.0295557249337
20687,0.00692999223247
20698,0.0859810039401
20724,0.0400820299983
20742,0.0623441524804
20821,0.188057094812
20864,0.0130130155012
20972,0.0105575546622
21055,0.00207136874087
21079,0.00284485821612
21099,0.0114117739722
21116,0.0185477714986
21148,0.00261794123799
21184,0.00717135658488
21215,0.00930933561176
21256,0.00314884725958
21260,0.00551691558212
21282,0.0137491663918
21284,0.00392847880721
21305,0.0429276078939
21378,0.00602337066084
21406,0.0116642843932
21428,0.026954844594
21517,0.00114274281077
21540,0.00621333206072
21546,0.00173219153658
21548,0.00188280327711
21557,0.000628801994026
21582,0.0050734882243
21595,0.0112235490233
21598,0.00306773628108
21599,0.00753029854968
21621,0.00616213167086
21632,0.0559826567769
21635,0.0132235875353
21655,0.00762276770547
21663,0.00200180569664
21677,0.00570654543117
21693,0.00103353336453
21705,0.00567429419607
21720,0.00575285358354
21728,0.00514914328232
21729,0.0143785038963
21733,0.0135765802115
21734,0.0088748279959
21740,0.00975405517966
21752,0.0271855182946
21783,0.00196789624169
21795,0.013686819002
21868,0.00778369186446
21884,0.0314710773528
21887,0.00350809120573
21888,0.00350528489798
21910,0.00926908198744
21916,0.00345962704159
21929,0.0104983402416
21940,0.00372826866806
21941,0.00206618779339
21944,0.00517825316638
21946,0.00256032287143
21947,0.0044632749632
21960,0.00469756033272
21964,0.00319448090158
22010,0.0117145860568
22013,0.0049125473015
22032,0.00406329520047
22037,0.0116133820266
22063,0.0045081358403
22091,0.00402177358046
22105,0.00617051543668
22111,0.0107860220596
22147,0.0071322391741
22153,0.00798251759261
22154,0.00593815511093
22158,0.00254875491373
22160,0.0049742506817
22173,0.00434452248737
22183,0.00520041305572
22193,0.0053349477239
22195,0.00338916969486
22220,0.0244927406311
22234,0.00950852222741
22245,0.0048543298617
22266,0.0067688561976
22274,0.0103671876714
22276,0.00466459104791
22322,0.00319298380055
22325,0.00583704095334
22330,0.00780686782673
22350,0.00925253052264
